,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type,Year (BS),Year (AD),Indicator,Value
329,APPROXIMATE,"Nawalparasi, Nepal",ChIJVyvR260ilDkRuawfd5nLy24,Nawalparasi,27.6498409,83.8897057,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,63
330,APPROXIMATE,"Nawalparasi, Nepal",ChIJVyvR260ilDkRuawfd5nLy24,Nawalparasi,27.6498409,83.8897057,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,50
331,APPROXIMATE,"Nawalparasi, Nepal",ChIJVyvR260ilDkRuawfd5nLy24,Nawalparasi,27.6498409,83.8897057,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,6
332,APPROXIMATE,"Nawalparasi, Nepal",ChIJVyvR260ilDkRuawfd5nLy24,Nawalparasi,27.6498409,83.8897057,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),258
333,APPROXIMATE,"Nawalparasi, Nepal",ChIJVyvR260ilDkRuawfd5nLy24,Nawalparasi,27.6498409,83.8897057,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,11
334,APPROXIMATE,"Nawalparasi, Nepal",ChIJVyvR260ilDkRuawfd5nLy24,Nawalparasi,27.6498409,83.8897057,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),18
335,APPROXIMATE,"Nawalparasi, Nepal",ChIJVyvR260ilDkRuawfd5nLy24,Nawalparasi,27.6498409,83.8897057,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,45799
336,APPROXIMATE,"Rupandehi, Nepal",ChIJs2VZS16ZljkRRn3iLkKd1Ow,Rupandehi,27.6264239,83.3789389,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,0
337,APPROXIMATE,"Rupandehi, Nepal",ChIJs2VZS16ZljkRRn3iLkKd1Ow,Rupandehi,27.6264239,83.3789389,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,0
338,APPROXIMATE,"Rupandehi, Nepal",ChIJs2VZS16ZljkRRn3iLkKd1Ow,Rupandehi,27.6264239,83.3789389,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,0
339,APPROXIMATE,"Rupandehi, Nepal",ChIJs2VZS16ZljkRRn3iLkKd1Ow,Rupandehi,27.6264239,83.3789389,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),0
340,APPROXIMATE,"Rupandehi, Nepal",ChIJs2VZS16ZljkRRn3iLkKd1Ow,Rupandehi,27.6264239,83.3789389,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,0
341,APPROXIMATE,"Rupandehi, Nepal",ChIJs2VZS16ZljkRRn3iLkKd1Ow,Rupandehi,27.6264239,83.3789389,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),0
342,APPROXIMATE,"Rupandehi, Nepal",ChIJs2VZS16ZljkRRn3iLkKd1Ow,Rupandehi,27.6264239,83.3789389,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,913247
343,APPROXIMATE,"Kapilvastu, Nepal",ChIJiYKW9jv8ljkR6zpScRf76l8,Kapilvastu,27.6541877,82.9931607,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,170
344,APPROXIMATE,"Kapilvastu, Nepal",ChIJiYKW9jv8ljkR6zpScRf76l8,Kapilvastu,27.6541877,82.9931607,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,225
345,APPROXIMATE,"Kapilvastu, Nepal",ChIJiYKW9jv8ljkR6zpScRf76l8,Kapilvastu,27.6541877,82.9931607,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,55
346,APPROXIMATE,"Kapilvastu, Nepal",ChIJiYKW9jv8ljkR6zpScRf76l8,Kapilvastu,27.6541877,82.9931607,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),686
347,APPROXIMATE,"Kapilvastu, Nepal",ChIJiYKW9jv8ljkR6zpScRf76l8,Kapilvastu,27.6541877,82.9931607,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,80
348,APPROXIMATE,"Kapilvastu, Nepal",ChIJiYKW9jv8ljkR6zpScRf76l8,Kapilvastu,27.6541877,82.9931607,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),11
349,APPROXIMATE,"Kapilvastu, Nepal",ChIJiYKW9jv8ljkR6zpScRf76l8,Kapilvastu,27.6541877,82.9931607,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,13761
350,APPROXIMATE,"Arghakhanchi, Nepal",ChIJVfAWSy1OljkRZ90Ibf1zxsA,Arghakhanchi,27.9829269,83.0361376,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,31
351,APPROXIMATE,"Arghakhanchi, Nepal",ChIJVfAWSy1OljkRZ90Ibf1zxsA,Arghakhanchi,27.9829269,83.0361376,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,26
352,APPROXIMATE,"Arghakhanchi, Nepal",ChIJVfAWSy1OljkRZ90Ibf1zxsA,Arghakhanchi,27.9829269,83.0361376,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,13
353,APPROXIMATE,"Arghakhanchi, Nepal",ChIJVfAWSy1OljkRZ90Ibf1zxsA,Arghakhanchi,27.9829269,83.0361376,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),226
354,APPROXIMATE,"Arghakhanchi, Nepal",ChIJVfAWSy1OljkRZ90Ibf1zxsA,Arghakhanchi,27.9829269,83.0361376,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,61
355,APPROXIMATE,"Arghakhanchi, Nepal",ChIJVfAWSy1OljkRZ90Ibf1zxsA,Arghakhanchi,27.9829269,83.0361376,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),43
356,APPROXIMATE,"Arghakhanchi, Nepal",ChIJVfAWSy1OljkRZ90Ibf1zxsA,Arghakhanchi,27.9829269,83.0361376,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,11602
357,APPROXIMATE,"Pyuthan 22300, Nepal",ChIJWVRp_oK1lzkRWPBTJyclwZY,Pyuthan,28.1016595,82.8532928,1,22300,OK,"locality,political",2068/69,2011/12,Hernia,80
358,APPROXIMATE,"Pyuthan 22300, Nepal",ChIJWVRp_oK1lzkRWPBTJyclwZY,Pyuthan,28.1016595,82.8532928,1,22300,OK,"locality,political",2068/69,2011/12,Hydrocelle,51
359,APPROXIMATE,"Pyuthan 22300, Nepal",ChIJWVRp_oK1lzkRWPBTJyclwZY,Pyuthan,28.1016595,82.8532928,1,22300,OK,"locality,political",2068/69,2011/12,Phimosis/Para - Phimosis,4
360,APPROXIMATE,"Pyuthan 22300, Nepal",ChIJWVRp_oK1lzkRWPBTJyclwZY,Pyuthan,28.1016595,82.8532928,1,22300,OK,"locality,political",2068/69,2011/12,Haemorhoids/(Piles),43
361,APPROXIMATE,"Pyuthan 22300, Nepal",ChIJWVRp_oK1lzkRWPBTJyclwZY,Pyuthan,28.1016595,82.8532928,1,22300,OK,"locality,political",2068/69,2011/12,Epedidymitis/Orchitis,7
362,APPROXIMATE,"Pyuthan 22300, Nepal",ChIJWVRp_oK1lzkRWPBTJyclwZY,Pyuthan,28.1016595,82.8532928,1,22300,OK,"locality,political",2068/69,2011/12,Prostatism (BEP/BPH),43
363,APPROXIMATE,"Pyuthan 22300, Nepal",ChIJWVRp_oK1lzkRWPBTJyclwZY,Pyuthan,28.1016595,82.8532928,1,22300,OK,"locality,political",2068/69,2011/12,Others,36888
364,APPROXIMATE,"Rolpa, Nepal",ChIJ-SXytejclzkR8eye-aSQex8,Rolpa,28.3815621,82.6483442,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,47
365,APPROXIMATE,"Rolpa, Nepal",ChIJ-SXytejclzkR8eye-aSQex8,Rolpa,28.3815621,82.6483442,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,27
366,APPROXIMATE,"Rolpa, Nepal",ChIJ-SXytejclzkR8eye-aSQex8,Rolpa,28.3815621,82.6483442,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,8
367,APPROXIMATE,"Rolpa, Nepal",ChIJ-SXytejclzkR8eye-aSQex8,Rolpa,28.3815621,82.6483442,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),69
368,APPROXIMATE,"Rolpa, Nepal",ChIJ-SXytejclzkR8eye-aSQex8,Rolpa,28.3815621,82.6483442,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,36
369,APPROXIMATE,"Rolpa, Nepal",ChIJ-SXytejclzkR8eye-aSQex8,Rolpa,28.3815621,82.6483442,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),6
370,APPROXIMATE,"Rolpa, Nepal",ChIJ-SXytejclzkR8eye-aSQex8,Rolpa,28.3815621,82.6483442,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,20523
371,APPROXIMATE,"Rukum, Nepal",ChIJ2QSF-uBxvTkRjih4YH1GASU,Rukum,28.7434423,82.4752757,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,188
372,APPROXIMATE,"Rukum, Nepal",ChIJ2QSF-uBxvTkRjih4YH1GASU,Rukum,28.7434423,82.4752757,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,25
373,APPROXIMATE,"Rukum, Nepal",ChIJ2QSF-uBxvTkRjih4YH1GASU,Rukum,28.7434423,82.4752757,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,44
374,APPROXIMATE,"Rukum, Nepal",ChIJ2QSF-uBxvTkRjih4YH1GASU,Rukum,28.7434423,82.4752757,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),89
375,APPROXIMATE,"Rukum, Nepal",ChIJ2QSF-uBxvTkRjih4YH1GASU,Rukum,28.7434423,82.4752757,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,52
376,APPROXIMATE,"Rukum, Nepal",ChIJ2QSF-uBxvTkRjih4YH1GASU,Rukum,28.7434423,82.4752757,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),16
377,APPROXIMATE,"Rukum, Nepal",ChIJ2QSF-uBxvTkRjih4YH1GASU,Rukum,28.7434423,82.4752757,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,15619
378,APPROXIMATE,"Salyan, Nepal",ChIJdQgOSSB1mDkRg2-EKiPYu3A,Salyan,28.3524811,82.12784,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,29
379,APPROXIMATE,"Salyan, Nepal",ChIJdQgOSSB1mDkRg2-EKiPYu3A,Salyan,28.3524811,82.12784,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,43
380,APPROXIMATE,"Salyan, Nepal",ChIJdQgOSSB1mDkRg2-EKiPYu3A,Salyan,28.3524811,82.12784,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,16
381,APPROXIMATE,"Salyan, Nepal",ChIJdQgOSSB1mDkRg2-EKiPYu3A,Salyan,28.3524811,82.12784,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),140
382,APPROXIMATE,"Salyan, Nepal",ChIJdQgOSSB1mDkRg2-EKiPYu3A,Salyan,28.3524811,82.12784,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,63
383,APPROXIMATE,"Salyan, Nepal",ChIJdQgOSSB1mDkRg2-EKiPYu3A,Salyan,28.3524811,82.12784,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),16
384,APPROXIMATE,"Salyan, Nepal",ChIJdQgOSSB1mDkRg2-EKiPYu3A,Salyan,28.3524811,82.12784,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,13187
385,APPROXIMATE,"Dang, Gujarat, India",ChIJLWa4dOw83jsRKeHnMRCDCaM,Dang,20.8253781,73.7007088,1,,OK,"administrative_area_level_2,political",2068/69,2011/12,Hernia,128
386,APPROXIMATE,"Dang, Gujarat, India",ChIJLWa4dOw83jsRKeHnMRCDCaM,Dang,20.8253781,73.7007088,1,,OK,"administrative_area_level_2,political",2068/69,2011/12,Hydrocelle,271
387,APPROXIMATE,"Dang, Gujarat, India",ChIJLWa4dOw83jsRKeHnMRCDCaM,Dang,20.8253781,73.7007088,1,,OK,"administrative_area_level_2,political",2068/69,2011/12,Phimosis/Para - Phimosis,62
388,APPROXIMATE,"Dang, Gujarat, India",ChIJLWa4dOw83jsRKeHnMRCDCaM,Dang,20.8253781,73.7007088,1,,OK,"administrative_area_level_2,political",2068/69,2011/12,Haemorhoids/(Piles),459
389,APPROXIMATE,"Dang, Gujarat, India",ChIJLWa4dOw83jsRKeHnMRCDCaM,Dang,20.8253781,73.7007088,1,,OK,"administrative_area_level_2,political",2068/69,2011/12,Epedidymitis/Orchitis,194
390,APPROXIMATE,"Dang, Gujarat, India",ChIJLWa4dOw83jsRKeHnMRCDCaM,Dang,20.8253781,73.7007088,1,,OK,"administrative_area_level_2,political",2068/69,2011/12,Prostatism (BEP/BPH),36
391,APPROXIMATE,"Dang, Gujarat, India",ChIJLWa4dOw83jsRKeHnMRCDCaM,Dang,20.8253781,73.7007088,1,,OK,"administrative_area_level_2,political",2068/69,2011/12,Others,60238
392,APPROXIMATE,"921 01 Banka, Slovakia",ChIJNQ7chXtTa0cRn9eC-sgkhic,Banke,48.5843408,17.8527523,1,921 01,OK,"locality,political",2068/69,2011/12,Hernia,195
393,APPROXIMATE,"921 01 Banka, Slovakia",ChIJNQ7chXtTa0cRn9eC-sgkhic,Banke,48.5843408,17.8527523,1,921 01,OK,"locality,political",2068/69,2011/12,Hydrocelle,461
394,APPROXIMATE,"921 01 Banka, Slovakia",ChIJNQ7chXtTa0cRn9eC-sgkhic,Banke,48.5843408,17.8527523,1,921 01,OK,"locality,political",2068/69,2011/12,Phimosis/Para - Phimosis,19
395,APPROXIMATE,"921 01 Banka, Slovakia",ChIJNQ7chXtTa0cRn9eC-sgkhic,Banke,48.5843408,17.8527523,1,921 01,OK,"locality,political",2068/69,2011/12,Haemorhoids/(Piles),169
396,APPROXIMATE,"921 01 Banka, Slovakia",ChIJNQ7chXtTa0cRn9eC-sgkhic,Banke,48.5843408,17.8527523,1,921 01,OK,"locality,political",2068/69,2011/12,Epedidymitis/Orchitis,34
397,APPROXIMATE,"921 01 Banka, Slovakia",ChIJNQ7chXtTa0cRn9eC-sgkhic,Banke,48.5843408,17.8527523,1,921 01,OK,"locality,political",2068/69,2011/12,Prostatism (BEP/BPH),10
398,APPROXIMATE,"921 01 Banka, Slovakia",ChIJNQ7chXtTa0cRn9eC-sgkhic,Banke,48.5843408,17.8527523,1,921 01,OK,"locality,political",2068/69,2011/12,Others,28795
399,APPROXIMATE,"Bardiya, Nepal",ChIJ2wLb7I6JmDkRRQjASesnl6I,Bardiya,28.3102323,81.4278984,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,202
400,APPROXIMATE,"Bardiya, Nepal",ChIJ2wLb7I6JmDkRRQjASesnl6I,Bardiya,28.3102323,81.4278984,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,433
401,APPROXIMATE,"Bardiya, Nepal",ChIJ2wLb7I6JmDkRRQjASesnl6I,Bardiya,28.3102323,81.4278984,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,31
402,APPROXIMATE,"Bardiya, Nepal",ChIJ2wLb7I6JmDkRRQjASesnl6I,Bardiya,28.3102323,81.4278984,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),807
403,APPROXIMATE,"Bardiya, Nepal",ChIJ2wLb7I6JmDkRRQjASesnl6I,Bardiya,28.3102323,81.4278984,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,247
404,APPROXIMATE,"Bardiya, Nepal",ChIJ2wLb7I6JmDkRRQjASesnl6I,Bardiya,28.3102323,81.4278984,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),43
405,APPROXIMATE,"Bardiya, Nepal",ChIJ2wLb7I6JmDkRRQjASesnl6I,Bardiya,28.3102323,81.4278984,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,27349
406,APPROXIMATE,"Surkhet, Nepal",ChIJaVJStt53mDkRU9pIMH_jK4s,Surkhet,28.517456,81.7787021,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,83
407,APPROXIMATE,"Surkhet, Nepal",ChIJaVJStt53mDkRU9pIMH_jK4s,Surkhet,28.517456,81.7787021,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,95
408,APPROXIMATE,"Surkhet, Nepal",ChIJaVJStt53mDkRU9pIMH_jK4s,Surkhet,28.517456,81.7787021,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,30
409,APPROXIMATE,"Surkhet, Nepal",ChIJaVJStt53mDkRU9pIMH_jK4s,Surkhet,28.517456,81.7787021,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),332
410,APPROXIMATE,"Surkhet, Nepal",ChIJaVJStt53mDkRU9pIMH_jK4s,Surkhet,28.517456,81.7787021,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,38
411,APPROXIMATE,"Surkhet, Nepal",ChIJaVJStt53mDkRU9pIMH_jK4s,Surkhet,28.517456,81.7787021,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),17
412,APPROXIMATE,"Surkhet, Nepal",ChIJaVJStt53mDkRU9pIMH_jK4s,Surkhet,28.517456,81.7787021,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,70753
413,APPROXIMATE,"Dailekh, Nepal",ChIJlWDbWozzojkRxITEcz-_dY4,Dailekh,28.9261863,81.647344,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,24
414,APPROXIMATE,"Dailekh, Nepal",ChIJlWDbWozzojkRxITEcz-_dY4,Dailekh,28.9261863,81.647344,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,38
415,APPROXIMATE,"Dailekh, Nepal",ChIJlWDbWozzojkRxITEcz-_dY4,Dailekh,28.9261863,81.647344,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,20
416,APPROXIMATE,"Dailekh, Nepal",ChIJlWDbWozzojkRxITEcz-_dY4,Dailekh,28.9261863,81.647344,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),156
417,APPROXIMATE,"Dailekh, Nepal",ChIJlWDbWozzojkRxITEcz-_dY4,Dailekh,28.9261863,81.647344,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,9
418,APPROXIMATE,"Dailekh, Nepal",ChIJlWDbWozzojkRxITEcz-_dY4,Dailekh,28.9261863,81.647344,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),23
419,APPROXIMATE,"Dailekh, Nepal",ChIJlWDbWozzojkRxITEcz-_dY4,Dailekh,28.9261863,81.647344,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,26040
420,APPROXIMATE,"Jajarkot, Nepal",ChIJVQeKJ2O_ojkRXlXbQOQ8t40,Jajarkot,28.8651497,82.1713632,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,21
421,APPROXIMATE,"Jajarkot, Nepal",ChIJVQeKJ2O_ojkRXlXbQOQ8t40,Jajarkot,28.8651497,82.1713632,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,35
422,APPROXIMATE,"Jajarkot, Nepal",ChIJVQeKJ2O_ojkRXlXbQOQ8t40,Jajarkot,28.8651497,82.1713632,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,12
423,APPROXIMATE,"Jajarkot, Nepal",ChIJVQeKJ2O_ojkRXlXbQOQ8t40,Jajarkot,28.8651497,82.1713632,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),189
424,APPROXIMATE,"Jajarkot, Nepal",ChIJVQeKJ2O_ojkRXlXbQOQ8t40,Jajarkot,28.8651497,82.1713632,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,26
425,APPROXIMATE,"Jajarkot, Nepal",ChIJVQeKJ2O_ojkRXlXbQOQ8t40,Jajarkot,28.8651497,82.1713632,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),23
426,APPROXIMATE,"Jajarkot, Nepal",ChIJVQeKJ2O_ojkRXlXbQOQ8t40,Jajarkot,28.8651497,82.1713632,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,9058
427,APPROXIMATE,"Dolpa, Nepal",ChIJR8dB8ExUvDkRym4n9Wl2w8c,Dolpa,29.0538532,83.0790865,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,3
428,APPROXIMATE,"Dolpa, Nepal",ChIJR8dB8ExUvDkRym4n9Wl2w8c,Dolpa,29.0538532,83.0790865,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,6
429,APPROXIMATE,"Dolpa, Nepal",ChIJR8dB8ExUvDkRym4n9Wl2w8c,Dolpa,29.0538532,83.0790865,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,5
430,APPROXIMATE,"Dolpa, Nepal",ChIJR8dB8ExUvDkRym4n9Wl2w8c,Dolpa,29.0538532,83.0790865,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),43
431,APPROXIMATE,"Dolpa, Nepal",ChIJR8dB8ExUvDkRym4n9Wl2w8c,Dolpa,29.0538532,83.0790865,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,12
432,APPROXIMATE,"Dolpa, Nepal",ChIJR8dB8ExUvDkRym4n9Wl2w8c,Dolpa,29.0538532,83.0790865,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),0
433,APPROXIMATE,"Dolpa, Nepal",ChIJR8dB8ExUvDkRym4n9Wl2w8c,Dolpa,29.0538532,83.0790865,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,4661
434,APPROXIMATE,"Jumla, Nepal",ChIJUUHyjtYqozkR-cl2aWtwnww,Jumla,29.2787765,82.12784,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,1
435,APPROXIMATE,"Jumla, Nepal",ChIJUUHyjtYqozkR-cl2aWtwnww,Jumla,29.2787765,82.12784,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,18
436,APPROXIMATE,"Jumla, Nepal",ChIJUUHyjtYqozkR-cl2aWtwnww,Jumla,29.2787765,82.12784,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,2
437,APPROXIMATE,"Jumla, Nepal",ChIJUUHyjtYqozkR-cl2aWtwnww,Jumla,29.2787765,82.12784,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),20
438,APPROXIMATE,"Jumla, Nepal",ChIJUUHyjtYqozkR-cl2aWtwnww,Jumla,29.2787765,82.12784,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,4
439,APPROXIMATE,"Jumla, Nepal",ChIJUUHyjtYqozkR-cl2aWtwnww,Jumla,29.2787765,82.12784,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),0
440,APPROXIMATE,"Jumla, Nepal",ChIJUUHyjtYqozkR-cl2aWtwnww,Jumla,29.2787765,82.12784,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,4658
441,APPROXIMATE,"Kalikot, Nepal",ChIJVz6G2NMdozkR7M2oValTxyg,Kalikot,29.2088617,81.734942,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,40
442,APPROXIMATE,"Kalikot, Nepal",ChIJVz6G2NMdozkR7M2oValTxyg,Kalikot,29.2088617,81.734942,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,40
443,APPROXIMATE,"Kalikot, Nepal",ChIJVz6G2NMdozkR7M2oValTxyg,Kalikot,29.2088617,81.734942,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,22
444,APPROXIMATE,"Kalikot, Nepal",ChIJVz6G2NMdozkR7M2oValTxyg,Kalikot,29.2088617,81.734942,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),178
445,APPROXIMATE,"Kalikot, Nepal",ChIJVz6G2NMdozkR7M2oValTxyg,Kalikot,29.2088617,81.734942,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,51
446,APPROXIMATE,"Kalikot, Nepal",ChIJVz6G2NMdozkR7M2oValTxyg,Kalikot,29.2088617,81.734942,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),22
447,APPROXIMATE,"Kalikot, Nepal",ChIJVz6G2NMdozkR7M2oValTxyg,Kalikot,29.2088617,81.734942,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,4403
448,APPROXIMATE,"Mugu, Nepal",ChIJq5T0HnnKvDkRKQKOlWIihXA,Mugu,29.5068941,82.0842901,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,16
449,APPROXIMATE,"Mugu, Nepal",ChIJq5T0HnnKvDkRKQKOlWIihXA,Mugu,29.5068941,82.0842901,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,5
450,APPROXIMATE,"Mugu, Nepal",ChIJq5T0HnnKvDkRKQKOlWIihXA,Mugu,29.5068941,82.0842901,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,3
451,APPROXIMATE,"Mugu, Nepal",ChIJq5T0HnnKvDkRKQKOlWIihXA,Mugu,29.5068941,82.0842901,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),21
452,APPROXIMATE,"Mugu, Nepal",ChIJq5T0HnnKvDkRKQKOlWIihXA,Mugu,29.5068941,82.0842901,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,1
453,APPROXIMATE,"Mugu, Nepal",ChIJq5T0HnnKvDkRKQKOlWIihXA,Mugu,29.5068941,82.0842901,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),4
454,APPROXIMATE,"Mugu, Nepal",ChIJq5T0HnnKvDkRKQKOlWIihXA,Mugu,29.5068941,82.0842901,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,1091
455,APPROXIMATE,"Humla, Nepal",ChIJZdBMUcNbozkRWEEoFp19oAc,Humla,30.0051731,81.9534815,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,64
